full_name,level,family,label,eco_codes,canonical_pgn
Spielmann-Indian,1,Indian Defense,Spielmann-Indian,A46,1. d4 Nf6 2. Nf3 c5
Tartakower Attack,1,Indian Defense,Tartakower Attack,A45,1. d4 Nf6 2. g3
Wade-Tartakower Defense,1,Indian Defense,Wade-Tartakower Defense,A46,1. d4 Nf6 2. Nf3 d6
West Indian Defense,1,Indian Defense,West Indian Defense,E60,1. d4 Nf6 2. c4 g6
Irish Gambit,0,Irish Gambit,Irish Gambit,C44,1. e4 e5 2. Nf3 Nc6 3. Nxe5
Italian Game,0,Italian Game,Italian Game,C50|C51|C52|C53|C54|C55|C56|C57|C58|C59,1. e4 e5 2. Nf3 Nc6 3. Bc4
Anti-Fried Liver Defense,1,Italian Game,Anti-Fried Liver Defense,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6
Bird's Attack,1,Italian Game,Bird's Attack,C53,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. b4
Blackburne-Kostić Gambit,1,Italian Game,Blackburne-Kostić Gambit,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4
Classical Variation,1,Italian Game,Classical Variation,C50|C53|C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3
Classical Variation: Albin Gambit,2,Italian Game,Albin Gambit,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. c3
Classical Variation: Center Attack,2,Italian Game,Center Attack,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4
Classical Variation: Center Holding Variation,2,Italian Game,Center Holding Variation,C53,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Qe7 5. d4 Bb6
Classical Variation: Closed Variation,2,Italian Game,Closed Variation,C53,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Qe7
Classical Variation: Eisinger Variation,2,Italian Game,Eisinger Variation,C53,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Qe7 5. d4 Bb6 6. d5 Nb8 7. d6
Classical Variation: Ghulam-Kassim Variation,2,Italian Game,Ghulam-Kassim Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. e5 Ne4 7. Bd5 Nxf2 8. Kxf2 dxc3+ 9. Kg3
Classical Variation: Giuoco Pianissimo,2,Italian Game,Giuoco Pianissimo,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3
Classical Variation: Giuoco Pianissimo: Albin Variation,3,Italian Game,Albin Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3 d6 6. b4
Classical Variation: Giuoco Pianissimo: Main Line,3,Italian Game,Main Line,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3 d6 6. O-O O-O 7. Re1 a6 8. Bb3 Ba7 9. h3
Classical Variation: Giuoco Pianissimo: with a5,3,Italian Game,with a5,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d3 a5 6. c3
Classical Variation: Giuoco Pianissimo: with a6,3,Italian Game,with a6,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3 a6
Classical Variation: Giuoco Pianissimo: with d6,3,Italian Game,with d6,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3 d6
Classical Variation: Giuoco Pianissimo: with h6,3,Italian Game,with h6,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d3 h6
Classical Variation: Greco Gambit,2,Italian Game,Greco Gambit,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4
Classical Variation: Greco Gambit: Anderssen Variation,3,Italian Game,Anderssen Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. e5 d5 7. Bb5 Ne4 8. cxd4 Bb4+
Classical Variation: Greco Gambit: Greco Variation,3,Italian Game,Greco Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Nxc3
Classical Variation: Greco Gambit: Main Line,3,Italian Game,Main Line,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3
Classical Variation: Greco Gambit: Moeller-Bayonet Attack,3,Italian Game,Moeller-Bayonet Attack,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3 9. d5 Bf6 10. Re1 Ne7 11. Rxe4 d6 12. g4
Classical Variation: Greco Gambit: Moeller-Therkatz Attack,3,Italian Game,Moeller-Therkatz Attack,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3 9. d5
Classical Variation: Greco Gambit: Traditional Line,3,Italian Game,Traditional Line,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4
Classical Variation: La Bourdonnais Variation,2,Italian Game,La Bourdonnais Variation,C53,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 d6 5. d4 exd4 6. cxd4 Bb6
Classical Variation: Mestel Variation,2,Italian Game,Mestel Variation,C53,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Qe7 5. d4 Bb6 6. Bg5
Classical Variation: Tarrasch Variation,2,Italian Game,Tarrasch Variation,C53,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Qe7 5. d4 Bb6 6. O-O d6 7. a4 a6 8. h3 Nf6 9. Re1
Deutz Gambit,1,Italian Game,Deutz Gambit,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d4
Evans Gambit,1,Italian Game,Evans Gambit,C51|C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4
Evans Gambit: Alapin-Steinitz Variation,2,Italian Game,Alapin-Steinitz Variation,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O d6 7. d4 Bg4
Evans Gambit: Anderssen Defense,2,Italian Game,Anderssen Defense,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O Nf6 7. d4 exd4
Evans Gambit: Anderssen Variation,2,Italian Game,Anderssen Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Be7
Evans Gambit: Anderssen Variation: Cordel Line,3,Italian Game,Cordel Line,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Be7 6. d4 Na5
Evans Gambit: Bronstein Defense,2,Italian Game,Bronstein Defense,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 d6
Evans Gambit: Compromised Defense,2,Italian Game,Compromised Defense,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O dxc3
Evans Gambit: Compromised Defense: Main Line,3,Italian Game,Main Line,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O dxc3 8. Qb3 Qf6 9. e5 Qg6 10. Nxc3 Nge7 11. Ba3
Evans Gambit: Compromised Defense: Potter Variation,3,Italian Game,Potter Variation,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O dxc3 8. Qb3 Qf6 9. e5 Qg6 10. Nxc3 Nge7 11. Rd1
Evans Gambit: Dufresne Defense,2,Italian Game,Dufresne Defense,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d3
Evans Gambit: Fontaine Countergambit,2,Italian Game,Fontaine Countergambit,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 b5
Evans Gambit: Fraser Attack,2,Italian Game,Fraser Attack,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Bg4 10. Qa4
Evans Gambit: Fraser-Mortimer Attack,2,Italian Game,Fraser-Mortimer Attack,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Bg4 10. Qa4 Bd7 11. Qb3 Na5 12. Bxf7+ Kf8 13. Qc2
Evans Gambit: Göring Attack,2,Italian Game,Göring Attack,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Na5 10. Bg5
Evans Gambit: Harding Variation,2,Italian Game,Harding Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. cxd4 Bb4+ 8. Bd2
Evans Gambit: Hein Countergambit,2,Italian Game,Hein Countergambit,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 d5
Evans Gambit: Johner Defense,2,Italian Game,Johner Defense,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O b5
Evans Gambit: Laroche Variation,2,Italian Game,Laroche Variation,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 Nf6
Evans Gambit: Lasker Defense,2,Italian Game,Lasker Defense,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O d6 7. d4 Bb6
Evans Gambit: Leonhardt Countergambit,2,Italian Game,Leonhardt Countergambit,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 b5
Evans Gambit: Levenfish Variation,2,Italian Game,Levenfish Variation,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 d6 7. Qb3 Qd7 8. dxe5 dxe5 9. O-O Bb6 10. Ba3 Na5 11. Nxe5
Evans Gambit: Main Line,2,Italian Game,Main Line,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5
Evans Gambit: Mayet Defense,2,Italian Game,Mayet Defense,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bf8
Evans Gambit: McDonnell Defense,2,Italian Game,McDonnell Defense,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5
Evans Gambit: McDonnell Defense: Main Line,3,Italian Game,Main Line,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6
Evans Gambit: Mieses Defense,2,Italian Game,Mieses Defense,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O Nge7
Evans Gambit: Morphy Attack,2,Italian Game,Morphy Attack,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3
Evans Gambit: Mortimer-Evans Gambit,2,Italian Game,Mortimer-Evans Gambit,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Bg4 10. Qa4 Bd7 11. Qb3 Na5 12. Bxf7+ Kf8 13. Qc2 Kxf7
Evans Gambit: Paulsen Variation,2,Italian Game,Paulsen Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. d5 Na5 10. Bb2 Ne7
Evans Gambit: Pierce Defense,2,Italian Game,Pierce Defense,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4
Evans Gambit: Richardson Attack,2,Italian Game,Richardson Attack,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O Nf6 7. d4 O-O 8. Nxe5
Evans Gambit: Sanders-Alapin Variation,2,Italian Game,Sanders-Alapin Variation,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O d6 7. d4 Bd7
Evans Gambit: Slow Variation,2,Italian Game,Slow Variation,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O
Evans Gambit: Sokolsky Variation,2,Italian Game,Sokolsky Variation,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 d6 7. Bg5
Evans Gambit: Steinitz Variation,2,Italian Game,Steinitz Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Na5 10. Bg5 f6 11. Be3
Evans Gambit: Stone-Ware Variation,2,Italian Game,Stone-Ware Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bd6
Evans Gambit: Tartakower Attack,2,Italian Game,Tartakower Attack,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 d6 7. Qb3
Evans Gambit: Ulvestad Variation,2,Italian Game,Ulvestad Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. d5 Na5 10. Bb2
Evans Gambit: Waller Attack,2,Italian Game,Waller Attack,C52,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d6 8. Qb3
Evans Gambit Accepted,1,Italian Game,Evans Gambit Accepted,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4
Evans Gambit Declined,1,Italian Game,Evans Gambit Declined,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6
Evans Gambit Declined: Cordel Variation,2,Italian Game,Cordel Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. Bb2
Evans Gambit Declined: Hicken Variation,2,Italian Game,Hicken Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Qg5 7. Qf3 Qxe5 8. Qxf7+ Kd8 9. Bb2
Evans Gambit Declined: Hirschbach Variation,2,Italian Game,Hirschbach Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Qg5
Evans Gambit Declined: Lange Variation,2,Italian Game,Lange Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Nh6
Evans Gambit Declined: Pavlov Variation,2,Italian Game,Pavlov Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Nh6 7. d4 d6 8. Bxh6 dxe5 9. Bxg7 Rg8 10. Bxf7+ Kxf7 11. Bxe5 Qg5 12. Nd2
Evans Gambit Declined: Showalter Variation,2,Italian Game,Showalter Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. a4 a6 6. Nc3
Evans Gambit Declined: Vasquez Variation,2,Italian Game,Vasquez Variation,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Qg5 7. Bxf7+ Ke7 8. Qh5
Giuoco Pianissimo,1,Italian Game,Giuoco Pianissimo,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3
Giuoco Pianissimo: Canal Variation,2,Italian Game,Canal Variation,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Nc3 d6 6. Bg5
Giuoco Pianissimo: Dubois Variation,2,Italian Game,Dubois Variation,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 f5 5. Ng5 f4
Giuoco Pianissimo: Italian Four Knights Variation,2,Italian Game,Italian Four Knights Variation,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Nc3
Giuoco Pianissimo: Lucchini Gambit,2,Italian Game,Lucchini Gambit,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 f5
Giuoco Pianissimo: Normal,2,Italian Game,Normal,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5
Giuoco Piano,1,Italian Game,Giuoco Piano,C50|C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
Giuoco Piano: Aitken Variation,2,Italian Game,Aitken Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Nxc3 9. bxc3 Bxc3 10. Ba3
Giuoco Piano: Bernstein Variation,2,Italian Game,Bernstein Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Nxc3 9. bxc3 Bxc3 10. Qb3 d5
Giuoco Piano: Cracow Variation,2,Italian Game,Cracow Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Kf1
Giuoco Piano: Greco's Attack,2,Italian Game,Greco's Attack,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3
Giuoco Piano: Holzhausen Attack,2,Italian Game,Holzhausen Attack,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. O-O Bc5 5. d4 Bxd4 6. Nxd4 Nxd4 7. Bg5 d6 8. f4 Qe7 9. fxe5 dxe5 10. Nc3
Giuoco Piano: Krause Variation,2,Italian Game,Krause Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Bd2 Nxe4 8. Bxb4 Nxb4 9. Bxf7+ Kxf7 10. Qb3+ d5 11. Ne5+ Kf6 12. f3
Giuoco Piano: Rosentreter Variation,2,Italian Game,Rosentreter Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. O-O Bc5 5. d4 Bxd4 6. Nxd4 Nxd4 7. Bg5 h6 8. Bh4 g5 9. f4
Giuoco Piano: Steinitz Variation,2,Italian Game,Steinitz Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3 9. bxc3 d5 10. Ba3
Giuoco Piano: Therkatz-Herzog Variation,2,Italian Game,Therkatz-Herzog Variation,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3 9. d5 Bf6 10. Re1 Ne7 11. Rxe4 d6 12. Bg5 Bxg5 13. Nxg5 O-O 14. Nxh7
Hungarian Defense,1,Italian Game,Hungarian Defense,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7
Hungarian Defense: Tartakower Variation,2,Italian Game,Tartakower Variation,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 exd4 5. c3 Nf6 6. e5 Ne4
Jerome Gambit,1,Italian Game,Jerome Gambit,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. Bxf7+
Paris Defense,1,Italian Game,Paris Defense,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 d6
Rosentreter Gambit,1,Italian Game,Rosentreter Gambit,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d4
Rousseau Gambit,1,Italian Game,Rousseau Gambit,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 f5
Scotch Gambit,1,Italian Game,Scotch Gambit,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O
Scotch Gambit: Anderssen Attack,2,Italian Game,Anderssen Attack,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Nxe4 6. Re1 d5 7. Bxd5 Qxd5 8. Nc3
Scotch Gambit: Anderssen Attack: Main Line,3,Italian Game,Main Line,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Nxe4 6. Re1 d5 7. Bxd5 Qxd5 8. Nc3 Qa5 9. Nxe4 Be6 10. Bd2 Qd5 11. Bg5
Scotch Gambit: Canal Variation,2,Italian Game,Canal Variation,C56,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Nxe4 6. Re1 d5 7. Nc3
Scotch Gambit: Double Gambit Accepted,2,Italian Game,Double Gambit Accepted,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Nxe4
Scotch Gambit: Janowski Defense,2,Italian Game,Janowski Defense,C56,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O d6
Scotch Gambit: Max Lange Attack,2,Italian Game,Max Lange Attack,C56,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5
Scotch Gambit: Max Lange Attack: Long Variation,3,Italian Game,Long Variation,C56,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5 6. e5 d5 7. exf6 dxc4 8. Re1+ Be6 9. Ng5 Qd5 10. Nc3 Qf5 11. Nce4
Scotch Gambit: Max Lange Attack: Spielmann Defense,3,Italian Game,Spielmann Defense,C56,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5 6. e5 Ng4
Scotch Gambit: Max Lange Attack Accepted,2,Italian Game,Max Lange Attack Accepted,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d4 exd4 6. e5 d5 7. exf6 dxc4 8. Re1+ Be6 9. fxg7
Scotch Gambit: Nakhmanson Gambit,2,Italian Game,Nakhmanson Gambit,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Nxe4 6. Nc3
Scotch Gambit: Walbrodt-Baird Gambit,2,Italian Game,Walbrodt-Baird Gambit,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. O-O
Scotch Gambit: de Riviere Defense,2,Italian Game,de Riviere Defense,C56,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Be7
Scotch Invitation Declined,1,Italian Game,Scotch Invitation Declined,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 d6
Two Knights Defense,1,Italian Game,Two Knights Defense,C55|C56|C57|C58|C59,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6
Two Knights Defense: Blackburne Variation,2,Italian Game,Blackburne Variation,C58,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3 cxb5
Two Knights Defense: Colman Variation,2,Italian Game,Colman Variation,C58,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3 Rb8
Two Knights Defense: Fegatello Attack,2,Italian Game,Fegatello Attack,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7 Kxf7 7. Qf3+ Ke6 8. Nc3 Nb4 9. Qe4 c6 10. a3 Na6 11. d4 Nc7
Two Knights Defense: Fegatello Attack: Leonhardt Variation,3,Italian Game,Leonhardt Variation,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7 Kxf7 7. Qf3+ Ke6 8. Nc3 Nb4 9. Qe4 c6 10. a3 Na6 11. d4 Nc7
Two Knights Defense: Fried Liver Attack,2,Italian Game,Fried Liver Attack,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7
Two Knights Defense: Fritz,2,Italian Game,Fritz,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4 6. c3 b5 7. Bf1 Nxd5 8. Ne4
Two Knights Defense: Fritz: Gruber Variation,3,Italian Game,Gruber Variation,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4 6. c3 b5 7. Bf1 Nxd5 8. Ne4
Two Knights Defense: Fritz Variation,2,Italian Game,Fritz Variation,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4
Two Knights Defense: Keidansky Variation,2,Italian Game,Keidansky Variation,C56,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. e5 d5 6. Bb5 Ne4 7. Nxd4 Bc5 8. Nxc6 Bxf2+ 9. Kf1 Qh4
Two Knights Defense: Kloss Gambit,2,Italian Game,Kloss Gambit,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nb4
Two Knights Defense: Knight Attack,2,Italian Game,Knight Attack,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5
Two Knights Defense: Knight Attack: Normal Variation,3,Italian Game,Normal Variation,C57,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5
